Date,Open,High,Low,Close,Volume,Market Cap
03-11-2021,0.3647358108812342,0.42381281365929385,0.3625423740757895,0.4078813701880157,3611512.04,0
02-11-2021,0.368156385618735,0.3760359611724733,0.36000284890092105,0.36473161463248427,9925726.16,0
01-11-2021,0.376886120983769,0.3851282071537971,0.36238605977871713,0.36813325145317966,3326698.32,0
31-10-2021,0.3863061952219514,0.3988866995395077,0.36899026867418083,0.3769030237177765,3232675.66,0
30-10-2021,0.39859501403896086,0.40379123270301603,0.3785233449206136,0.38633954363784445,3964953.44,0
29-10-2021,0.3924289224428375,0.409152756951888,0.362473207571577,0.3984925898851042,4823279.04,0
28-10-2021,0.3871766044515403,0.43792446908235105,0.3786294903295803,0.3922916657615838,9711452.45,0
27-10-2021,0.4886555819440765,0.54180027827364,0.37402119903547054,0.3881187875470436,14568739.25,0
26-10-2021,0.40889672841276004,0.5205983430356673,0.38648335570380393,0.4884187763512268,9519321.45,0
25-10-2021,0.3941871347262126,0.4201464455014899,0.3875051925730657,0.4088615063921105,3713705.88,0
24-10-2021,0.3886728778509144,0.4088101222004081,0.375356000732972,0.3942293716750623,3503477.75,0
23-10-2021,0.3775313516170495,0.40819928238651154,0.36277264649663477,0.3886667213589775,3547418.91,0
22-10-2021,0.3769139670899459,0.41621982982208733,0.3655974926476364,0.37754102402845935,3505183.41,0
21-10-2021,0.374406022205487,0.3927446104416342,0.35102716334947703,0.3769214967407815,4166638.21,0
20-10-2021,0.4066154535542248,0.4238232783738993,0.3740025390425059,0.37442808358650553,5729550.75,0
19-10-2021,0.3742141476508056,0.4486765033578639,0.3558745625004345,0.40660820452791113,7640101.89,0
18-10-2021,0.45154808153953224,0.4650511239776355,0.34897639016183546,0.3738607812090947,8169867.53,0
17-10-2021,0.5214406432061538,0.5255029649793935,0.4219022072817179,0.45153723572864224,11842708.66,0
16-10-2021,0.44615626884741344,0.5394567790209349,0.39452022762028155,0.5217186366350496,20738292,0
15-10-2021,0.42588204153521503,0.5780034014541919,0.36527539354535776,0.4461576763434175,22962087.03,0
14-10-2021,0.28634583791700063,0.43829942749556305,0.26045778654373447,0.4272191900688026,11600696.79,0
13-10-2021,0.2599661052766382,0.2878378206412181,0.2139823073598774,0.2864120853843886,13025593.87,0
12-10-2021,0.29345036420900955,0.36708922214703893,0.24038310325157106,0.2598388188550135,31305393.92,0
11-10-2021,0.1932056461559095,0.3594174576978329,0.1932056461559095,0.29345532328047813,26651390.82,0
